scholarship_id,university_id,name,level,eligibility,award_type,award_value,currency,deadline,requirements,description,url
S_UK004_01,UK004,Arden University Regional Scholarship,UG,International students from specified regions (Africa/SA),Tuition Reduction,3000.00,GBP,2026-08-30,"Must be a resident of an eligible region (e.g. Nigeria, Ghana, Pakistan); must apply for an undergraduate blended learning or online program; must demonstrate how the degree will benefit their local community in a 300-word statement.","Arden offers region-specific bursaries to support students from developing economies. This award reduces the 2026 tuition fees to make modern, flexible learning more affordable for international career-switchers.","https://arden.ac.uk"
S_UK005_01,UK005,AUB International Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,5000.00,GBP,2026-04-30,"Must be an international fee-payer; submission of a high-quality creative portfolio; must hold an offer of study for a full-time BA (Hons) degree; 500-word statement on 'How AUB will help me change the creative industry'.","This competitive award recognizes exceptional creative talent. It provides a £5,000 reduction in the first year of tuition for undergraduate students who show significant potential in arts, design, or media.","https://aub.ac.uk"
S_UK005_02,UK005,AUB International Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,3000.00,GBP,2026-06-30,"Hold an international fee-paying status; minimum 2:1 degree in a related creative field; strong digital portfolio submission; must be a full-time Master's applicant at the Bournemouth campus.","A merit-based scholarship for international postgraduates aimed at fostering global perspectives within the AUB studio environment. The award is a £3,000 one-off reduction in the total Master's tuition fee.","https://aub.ac.uk"
S_UK006_01,UK006,Creative Academic Merit Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2000.00,GBP,2026-05-31,"Must be classified as International for fee purposes; Minimum entry requirements equivalent to BBC at A-Level or equivalent; Submission of a digital portfolio demonstrating high creative potential; Acceptance of a full-time BA (Hons) offer.","Awarded to incoming international undergraduates at Arts University Plymouth who demonstrate exceptional creative talent and academic promise. This scholarship provides a one-off tuition fee reduction in the first year of study to help foster global artistic diversity.","https://www.aup.ac.uk"
S_UK007_01,UK007,Aston Global Excellence Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2000.00-5000.00,GBP,2026-06-14,"Open to students from all countries outside the UK; Must hold an offer for a full-time Undergraduate program; Awarded based on academic achievement (equivalent to AAB at A-Level); Submission of a 500-word personal statement on career goals.","Aston’s flagship merit-based award designed to support the most academically gifted international students. The value is tiered based on the strength of the application and is applied as a reduction in the first year's tuition fees.","https://www.aston.ac.uk"
S_UK007_02,UK007,Aston Global Excellence Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,2000.00-5000.00,GBP,2026-06-14,"Must hold an offer for a taught Master’s degree (excluding MBA); Hold a 2:1 or equivalent in a relevant undergraduate degree; Applicants must demonstrate leadership potential and commitment to their chosen industry through a personal statement.","A prestigious award for international postgraduates aimed at attracting top global talent to Birmingham. It provides a significant reduction in tuition fees to assist high-achievers in specializing within Aston's business, engineering, and health faculties.","https://www.aston.ac.uk"
S_UK008_01,UK008,Vice-Chancellor Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,10000.00,GBP,2026-02-15,"Must have applied for a full-time undergraduate degree; Outstanding academic achievement (equivalent to A*AA at A-Level); Separate scholarship application required; Must demonstrate commitment to becoming an ambassador for Bangor University.","A highly competitive award for the most exceptional international applicants. The scholarship provides a total of £10,000 (split over the duration of the course) to recognize and reward academic excellence and leadership.","https://www.bangor.ac.uk"
S_UK008_02,UK008,International Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,2000.00-4000.00,GBP,2026-07-01,"Automatic assessment based on admission application; Hold a 2:1 or 1st class honors degree (or international equivalent); Must be a self-funding student; Available for most taught Master's programs.","An automatic merit-based award for international postgraduates. The value of the scholarship is determined by the applicant's prior academic performance, with higher awards given to those with first-class degrees.","https://www.bangor.ac.uk"
S_UK009_01,UK009,Global Citizen Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,1500.00-3000.00,GBP,2026-05-31,"Must be an international fee-payer; Completion of a separate application form; 500-word statement demonstrating how the applicant will contribute to the Global Citizen community at Bath Spa; Must hold a conditional or unconditional offer.","Designed to support students who demonstrate a commitment to internationalization and community engagement. This award provides a first-year tuition fee reduction to help talented creative and humanities students join the Bath Spa community.","https://www.bathspa.ac.uk"
S_UK009_02,UK009,Global Citizen Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,2000.00-4000.00,GBP,2026-06-30,"Available for full-time taught Master’s students; Minimum 2:1 degree or equivalent; Applicants must detail their future career plans and how they align with Bath Spa’s mission of sustainability and creativity.","A merit-based award for international postgraduate students. The scholarship aims to alleviate the financial burden of international fees for students who show strong potential to influence their respective fields globally.","https://www.bathspa.ac.uk"
S_UK010_01,UK010,BIMM Global Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,1000.00-2000.00,GBP,2026-07-31,"Must be an international student enrolled in a full-time performance or production degree; High standard of musical proficiency demonstrated via audition or portfolio; Must hold an offer from a BIMM campus (e.g. London, Bristol).","Specifically for international musicians and producers, this award supports students coming to the UK to study music. It serves as a partial tuition fee reduction based on the technical and creative merit of the applicant.","https://www.bimm.ac.uk"
S_UK011_01,UK011,Birkbeck Global Excellence Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,1000.00-5000.00,GBP,2026-06-30,"Must be an international fee-payer; Must have accepted an offer for a full-time undergraduate degree; Selection is based on academic merit from previous qualifications; Applicants must be self-funded and not sponsored by a government or employer.","A merit-based award designed to support high-achieving international students entering Birkbeck's evening-study focused programs. The value is applied as a one-off reduction in the first-year tuition fees to recognize global academic potential.","https://www.bbk.ac.uk"
S_UK011_02,UK011,Birkbeck Global Excellence Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,1000.00-5000.00,GBP,2026-07-15,"Must be a new international student for a taught Master’s degree (MA, MSc, LLM); Hold a minimum 2:1 or equivalent undergraduate degree; Automatic consideration for some regions, others require a 400-word personal statement on academic goals.","Birkbeck's flagship postgraduate award for international students. It aims to reduce the financial barrier for global graduates wishing to study in the heart of London, with tiered values based on the applicant's academic standing and professional experience.","https://www.bbk.ac.uk"
S_UK012_01,UK012,BCU International Academic Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2000.00,GBP,2026-08-15,"Must be a self-funding international student; Awarded automatically to students with high entry grades (equivalent to ABB at A-Level); Must hold an offer for a full-time undergraduate degree at the Birmingham campus.","An automatic merit-based tuition fee reduction for incoming international undergraduates. This scholarship is part of BCU’s commitment to rewarding academic excellence and supporting students from diverse global backgrounds in Birmingham.","https://www.bcu.ac.uk"
S_UK012_02,UK012,BCU International Academic Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,2000.00,GBP,2026-08-31,"Available for all self-funding international students on a full-time taught Master’s; Automatic award for those holding a first-class degree equivalent; No separate application is required as eligibility is assessed during admissions.","A one-off tuition fee reduction for the most academically gifted international postgraduates. It is designed to attract top-tier global talent to Birmingham City University’s creative, business, and health-related Master's programs.","https://www.bcu.ac.uk"
S_UK013_01,UK013,International Student Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,1000.00-3000.00,GBP,2026-05-31,"Must hold an offer for a full-time degree; Minimum academic requirements equivalent to BCC at A-Level; Must submit a 300-word statement on how they will contribute to the Newman community; Available for all non-clinical subjects.","A targeted award for international students at Birmingham Newman University. It focuses on students who demonstrate not only academic merit but a commitment to the university's values of social justice and community service.","https://www.newman.ac.uk"
S_UK014_01,UK014,BU International Excellence Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,3500.00,GBP,2026-07-01,"Must be an international fee-payer; Awarded for academic excellence (equivalent to AAB at A-Level); Must be a new student entering a full-time undergraduate course; Automatic assessment at the point of application.","A prestigious award that recognizes the high achievements of international students. The scholarship provides a £3,500 reduction in tuition fees for the first year, making Bournemouth a more accessible destination for global talent.","https://www.bournemouth.ac.uk"
S_UK014_02,UK014,BU Academic Excellence Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,3500.00,GBP,2026-08-15,"Must hold a minimum 2:1 undergraduate degree or international equivalent; Admission to a full-time taught Master’s program; Automatic assessment upon admission; Students must not be receiving any other BU scholarship or discount.","A merit-based award designed to attract high-performing graduates to Bournemouth. It provides a £3,500 reduction in the total Master's tuition fee, supporting specialization in media, hospitality, and environmental sciences.","https://www.bournemouth.ac.uk"
S_UK015_01,UK015,Brunel Excellence Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,6000.00,GBP,2026-04-30,"Available to students from any international country; Must hold an offer for a full-time undergraduate degree; High academic grades (typically AAB or equivalent); Separate scholarship application form and 500-word statement required.","One of Brunel's most valuable awards for international students, providing a £6,000 tuition fee reduction in the first year. It is awarded to students who demonstrate exceptional academic achievement and potential to represent Brunel globally.","https://www.brunel.ac.uk"
S_UK015_02,UK015,Brunel Graduate Discount,PG,Brunel University Alumni,Tuition Reduction,15%,GBP,2026-09-01,"Must have graduated with an undergraduate or postgraduate degree from Brunel University London; Must be self-funding; Admission to a full-time or part-time taught Master’s degree starting in 2026; No separate application required.","A loyalty discount for Brunel alumni, providing a 15% reduction in tuition fees for further study. It encourages lifelong learning and supports Brunel graduates in advancing their professional skills within the same academic community.","https://www.brunel.ac.uk"
S_UK016_01,UK016,BNU Vice-Chancellor’s International Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,1500.00,GBP,2026-08-10,"Must be a self-funding international student; hold an offer for a full-time undergraduate program; academic achievement equivalent to BBC at A-Level; no separate application required as assessment is automatic based on admission documents.","A merit-based award designed to support international students joining Buckinghamshire New University. The scholarship provides a one-off reduction in the first-year tuition fee to recognize academic potential and ease the transition to UK higher education.","https://www.bnu.ac.uk"
S_UK017_01,UK017,International Student Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,1500.00,GBP,2026-06-30,"Must hold an offer for a full-time undergraduate degree at Canterbury Christ Church; must be a new student to the university; based on academic merit from prior qualifications; available across most subject areas excluding medicine.","This scholarship rewards international applicants who demonstrate strong academic records. It is applied as a discount to the first year of tuition fees, supporting the university's mission to foster a diverse and inclusive international student body in Kent.","https://www.canterbury.ac.uk"
S_UK018_01,UK018,Vice-Chancellor’s International Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,1200.00,GBP,2026-07-15,"Must be an international fee-payer; hold an offer for a full-time undergraduate program; must have achieved grades equivalent to BBB at A-Level; automatic assessment upon receipt of a completed application to the university.","A prestigious award for incoming undergraduates at Cardiff Met. It provides a partial tuition fee reduction for the first year of study, aimed at attracting academically gifted students to its professional and creative campus.","https://www.cardiffmet.ac.uk"
S_UK018_02,UK018,Vice-Chancellor’s International Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,1500.00,GBP,2026-08-01,"Available to self-funding international students for taught Master’s programs; hold a minimum 2:1 undergraduate degree or equivalent; automatic assessment during the admissions process; cannot be combined with other Cardiff Met discounts.","This postgraduate award recognizes the high caliber of international graduates joining Cardiff Met. It provides a £1,500 reduction in the total tuition fee for a one-year Master's degree, supporting specialization in management, sport, and tech.","https://www.cardiffmet.ac.uk"
S_UK019_01,UK019,Vice-Chancellor’s International Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2000.00,GBP,2026-01-31,"Must have applied via UCAS by the January deadline; academic excellence equivalent to AAB at A-Level; must be an international fee-payer; scholarship is awarded as a fee credit for the first year only.","Cardiff University's primary merit award for international undergraduates. It is designed to attract top-tier global talent to this Russell Group institution, providing financial support to students who have demonstrated significant academic dedication.","https://www.cardiff.ac.uk"
S_UK019_02,UK019,Vice-Chancellor’s International Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,5000.00,GBP,2026-05-30,"Must hold an offer for a full-time taught Master’s degree; hold a first-class honors degree or international equivalent; separate application often required including a 500-word statement on academic and career aspirations.","A high-value scholarship for international postgraduates entering Cardiff University. It aims to support exceptional global graduates in pursuing advanced research and taught programs within one of the UK’s leading research universities.","https://www.cardiff.ac.uk"
S_UK020_01,UK020,Global Leaders Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,2000.00-5000.00,GBP,2026-04-15,"Must be a new international student for a taught Master’s (excluding MBA); hold a 2:1 or 1st class degree; separate application including a 500-word essay on leadership and impact; interview may be required for top-tier candidates.","Following the merger of City and St George's, this award recognizes future leaders in business, health, and law. It provides a significant tuition reduction for the 2026 academic year to graduates who demonstrate the potential to influence global policy and practice.","https://www.city.ac.uk"
S_UK020_02,UK020,President's International Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2000.00,GBP,2026-05-31,"Must hold an offer for a full-time undergraduate degree; academic excellence equivalent to AAA at A-Level; automatic assessment for eligible regions; students must be self-funded international fee payers.","A merit-based award for high-achieving international undergraduates entering City St George's. It provides a tuition fee credit for the first year of study, specifically targeting students who elevate the academic profile of the incoming 2026 cohort.","https://www.city.ac.uk"
S_UK021_01,UK021,International Academic Expansion Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2000.00,GBP,2026-07-31,"Must be a self-funded international student; hold an offer for a full-time undergraduate program at Coventry or CU campuses; academic achievement equivalent to ABB at A-Level; must have paid the tuition deposit by the specified deadline.","A merit-based award designed to support the global expansion of Coventry's student body. It provides a £2,000 reduction in the first year of tuition fees for students who demonstrate strong academic potential and meet the deposit payment milestones for 2026.","https://www.coventry.ac.uk"
S_UK021_02,UK021,International Academic Expansion Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,2000.00,GBP,2026-08-15,"Available for self-funding international students on a full-time taught Master's; hold a minimum 2:1 undergraduate degree or equivalent; automatic assessment during the admissions process; applicable to January and September 2026 intakes.","Recognizing the academic caliber of international graduates, this scholarship offers a one-off £2,000 tuition fee reduction. It aims to make advanced study in business, health, and engineering more accessible to high-performing global applicants.","https://www.coventry.ac.uk"
S_UK022_01,UK022,Cranfield Excellence Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,2000.00-5000.00,GBP,2026-05-20,"Must hold an offer for a full-time Master's in Engineering or Science; separate application form required; 500-word essay on how your studies will contribute to the UK's industrial strategy; minimum 1st class honors or equivalent.","As a postgraduate-only specialist, Cranfield offers these merit-based awards to attract the world's best technical minds. The scholarship value is tiered based on academic excellence and the quality of the applicant's professional vision statement.","https://www.cranfield.ac.uk"
S_UK022_02,UK022,Water Sciences Excellence Scholarship,PG,All Master's applicants in Water,Tuition Reduction,5000.00,GBP,2026-04-30,"Admission to MSc Water and Wastewater Engineering or related; 2.1 undergraduate degree; demonstrate passion for global water security; open to both Home and International fee payers for the 2026 intake.","Dedicated to the next generation of environmental leaders, this £5,000 award supports students specializing in critical water infrastructure. It is funded by industry partners to address global challenges in sanitation and water management.","https://www.cranfield.ac.uk"
S_UK023_01,UK023,DMU International Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,1500.00,GBP,2026-07-01,"Available to self-funding international students; must have accepted a firm offer for a full-time undergraduate degree; awarded on a first-come, first-served basis upon payment of the tuition deposit; academic requirements apply.","A standard merit-based award to support international students at De Montfort University. This scholarship provides a £1,500 discount for the first year of study, aimed at encouraging early application and commitment to the Leicester campus.","https://www.dmu.ac.uk"
S_UK024_01,UK024,Edge Hill International Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,3000.00,GBP,2026-05-31,"Must be a new international student; hold an offer for a full-time BA/BSc degree; based on academic merit equivalent to BBB at A-Level; automatic assessment at the point of admission; cannot be combined with other bursaries.","This prestigious award recognizes the high academic standards of international students joining Edge Hill. It provides a £3,000 reduction in the first year of tuition fees, supporting students across education, health, and social sciences.","https://www.edgehill.ac.uk"
S_UK024_02,UK024,Postgraduate International Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,2000.00,GBP,2026-06-30,"Hold an offer for a full-time taught Master’s; minimum 2:1 degree or international equivalent; must be self-funding; automatic assessment upon admission; available for most faculties including Business and Creative Arts.","A merit-based award for international postgraduates, providing a £2,000 one-off discount on the total tuition fee. This award facilitates access to Edge Hill's research-led Master's programs for talented graduates from around the globe.","https://www.edgehill.ac.uk"
S_UK025_01,UK025,Edinburgh Napier International Merit Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,1000.00-2000.00,GBP,2026-06-15,"Must hold an offer for a full-time undergraduate program; academic merit based on high school grades (equivalent to BBB or higher); regional eligibility may apply; automatic assessment at point of offer.","Designed to attract high-caliber students to Scotland's capital, this award provides a tiered tuition reduction in the first year. It rewards academic excellence and supports the university's diverse international community in Dundee Street.","https://www.napier.ac.uk"
S_UK025_02,UK025,Edinburgh Napier International Merit Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,1000.00-2000.00,GBP,2026-07-31,"Admission to a full-time taught Master’s degree; minimum 2:1 honors degree or equivalent; self-funding status; automatic assessment during the admissions process; excluded for certain MBA and specialist clinical programs.","This merit scholarship provides international postgraduates with a one-off reduction in their tuition fees. It recognizes prior academic achievement and supports talented graduates in transitioning to specialized studies in business, computing, and the creative industries.","https://www.napier.ac.uk"
S_UK026_01,UK026,Falmouth International Excellence Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,5000.00,GBP,2026-05-15,"Must hold an offer for a full-time undergraduate degree; submission of a 500-word statement on creative aspirations; academic achievement equivalent to BBB at A-Level; must be an international fee payer.","A high-value award for exceptional creative talent. This scholarship provides a £5,000 reduction in the first year of tuition to support the most promising international artists, designers, and performers joining Falmouth's creative community.","https://www.falmouth.ac.uk"
S_UK027_01,UK027,GCU New to GCU Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2000.00,GBP,2026-07-01,"Available to new self-funding international students; must have accepted a firm offer for a full-time undergraduate degree; awarded automatically to students who meet the academic entry requirements.","An automatic tuition fee reduction designed to welcome international students to Glasgow. This award provides £2,000 off the first year of study for those joining the University for the Common Good across business, engineering, and health.","https://www.gcu.ac.uk"
S_UK027_02,UK027,GCU New to GCU Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,2000.00,GBP,2026-08-01,"Hold an offer for a full-time taught Master’s; minimum 2:1 degree or international equivalent; must be self-funding; automatic assessment upon admission; available for January and September 2026 intakes.","A merit-based award for international postgraduates, providing a £2,000 one-off discount on the total tuition fee. It supports talented graduates in pursuing advanced studies at GCU's Glasgow or London campuses.","https://www.gcu.ac.uk"
S_UK028_01,UK028,Goldsmiths International Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2000.00-5000.00,GBP,2026-05-24,"Must be an international fee-paying student; hold an offer for a full-time undergraduate degree; separate application including a personal statement; merit-based selection focusing on academic and creative achievement.","Goldsmiths offers a range of scholarships to support international students from diverse backgrounds. These awards provide tiered tuition fee reductions to attract the world's most academically and creatively gifted students to New Cross.","https://www.gold.ac.uk"
S_UK028_02,UK028,Goldsmiths International Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,2000.00-5000.00,GBP,2026-05-24,"Available to international postgraduate taught applicants; must hold a minimum 2:1 undergraduate degree; separate application required; excludes students receiving full government or employer sponsorship.","A prestigious award for international postgraduates aimed at fostering global academic exchange. The scholarship provides a significant reduction in Master's tuition fees for students who demonstrate high potential in humanities, social sciences, and the arts.","https://www.gold.ac.uk"
S_UK029_01,UK029,Harper Adams International Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,2500.00,GBP,2026-06-30,"Must be an international fee-payer; hold an offer for an undergraduate degree in Agriculture, Food or Rural sectors; minimum academic requirements apply; selection based on academic merit and passion for the industry.","Recognizing the importance of global agriculture, this award supports international students entering Harper Adams. It provides a tuition fee reduction for the first year to encourage students to specialize in rural and agricultural innovation.","https://www.harper-adams.ac.uk"
S_UK030_01,UK030,Hartpury International Merit Scholarship,UG,International (Non-EU) fee status,Tuition Reduction,1000.00-3000.00,GBP,2026-05-31,"International fee payers only; must be entering a full-time undergraduate program; based on academic merit (equivalent to BBB or higher); automatic assessment at the point of offer for most programs.","This merit-based award supports international students pursuing degrees in equine, animal, and sports sciences. The scholarship provides a tiered reduction in the first year of tuition fees, recognizing high-performing students from across the globe.","https://www.hartpury.ac.uk"
S_UK030_02,UK030,Hartpury International Merit Scholarship,PG,International (Non-EU) fee status,Tuition Reduction,1000.00-2000.00,GBP,2026-06-30,"Hold an offer for a full-time taught Master’s degree; hold a minimum 2:1 degree or international equivalent; must be self-funding; automatic assessment upon admission for eligible candidates.","Designed to attract top postgraduate talent to Hartpury's research-active community. This award provides a one-off tuition fee reduction for international graduates specializing in animal behavior, sports coaching, or veterinary nursing.","https://www.hartpury.ac.uk"
